,ID,Tweet,Sentiment,predictions
24687,624080850754232320,tag is like watching sharknado in the 3rd dimension,0,1
24688,624082716011593728,really has to start watching the sharknado movies now theye already on 3 and announcing a 4th movie and i have yet to see even 1 o,2,1
24693,624088398232313856,whats tomorrowthats right the day my boys jack and jack release calibraska and were all gonna die because were not ready,1,2
24694,624088686754430977,just finished watching sharknado 3 it was so silly that it was decent especially the ending cant believe theyre making a 4th one now,0,1
24697,624090224906207232,okthats about all i can take for today i gotta watch sharknado in parts ill finish watching the rest tomorrow,1,2
24699,624091295598923776,i may not be much in this world but ill never be as awful as a 21yearold who acts like they enjoy the musical stylings of nirvana,0,2
24700,624091847535689728,in case you turned your internet off today nicki minaj and taylor swift had some bad blood on wednesday,0,1
24701,624098466109587456,sharknado 4 april must live she just had a baby,1,2
24703,624101519898509312,dont worry they are going to kill the sharknado w a wall of fire thats hotter than the sun nasa is helping them its a legit plan,1,0
24707,624112408680796161,im emotional calibraska is tomorrow and i cant get it ughhhh h8 life,0,1
24715,624140013064695808,sorry hes not at the phone right meow but josh hamilton can help you,1,0
24728,624166224356773888,i may or may not have just screamed because jack and jack release calibraska tomorrow,2,1
24731,624175852813746176,today is national hot dog day thursday is already on that fufu lame shit i aint wit it,1,2
24735,624184179232649216,the fact that there is a 3rd sharknado is everything that is wrong with this world lamer than my collection,0,1
24737,624185467362279424,text poll since its national hot dog day ketchup or mustard on a hot dog text live ur answer to 32961 messagedata rates may apply,1,2
24741,624190003149713408,im gonna be so pissed if i end up missing the release of calibraska tomorrow,1,0
24743,624193084595793921,july 23rd is national hot dog day can you guess which mlb team charges the most for hot dogs,1,2
24744,624194423761584128,sorry about the sharknado 3 tweet forgot you must wait until sat to see it wont say any more but think youll enjoy it,2,0
24747,624206541034491904,todays goanna be one looooong ass day because calibraska comes out tomorrow,0,2
24748,624208086740283392,yes sharknado 4 is happening sharknado 3 had barely premiered wednesday night before the studio annou time,2,1
24749,624208250356019200,on hell nogreat job in sharknado see you in daytona in february your body guard from sr perrott have alite day brad,2,1
24751,624209261459996672,national hot dog day today thursday what do you like on yours,1,2
24753,624212696058101760,sharknado 4 doesnt really matter what people thought of the 3rd people might as well get ready for a 5th,2,1
24756,624217760273297408,did you know today is national hot dog day,1,2
24762,624224508157804544,flying around the world for free sounds great but this rolling stone profile may make you change your mind,1,2
24763,624225685804953601,you vote will april make it to sharknado 4 will april make it to nado number 4 you d lb,1,2
24771,624238390494523392,for some reason i always thought national hot dog day was on the 4th of july,1,2
24772,624238656191074304,it may be gloomy today but that doesnt stop national hot dog day to be placed on hold stop by the leasing office to enjoy some franks,0,2
24785,624255549065043968,dont question the monarchy but look at its butthurtedness then tomorrow look baby pictures prince george and shit,0,1
24788,624256577118212096,calibraska will probably come out tonight instead of tomorrow,1,2
24791,624259018412978176,all the jack and jack girls aint gonna have no chill when calibraska comes out tomorrow,0,1
24801,624265348393496576,lowkey scared that calibraska wont be released in australia bc it was meant to be released 3 hours ago when it turned friday but it didnt,1,0
24810,624276240858525697,fuck yes calibraska is out tomorrow do you hear me screaming,2,0
24811,624276304423223296,an egyptian source which only says its considered false there have been videos also perpetuating fridays eid as wrong,0,1
24819,624291021254434816,dbsk is the 1st kpop group i stan even though the song that got me in to kpop was a japanese opening from my favourite anime,2,1
24820,624291855526686720,vice president yemi osinbajo on thursday alleged that members of the boko haram sect have concluded plans to bomb,0,1
24830,624315692188172288,i hope to see u in sharknado 4 april just gave birth to a baby inside a freaking shark she can survive everything,2,0
24834,624322324548857856,george osborne asks for labours support on the welfare bill and by abstaining we essentially said go ahead george,2,1
24836,624329089625669632,can i just go back to june 19th and relive seeing paul mccartney,2,1
24840,624331634549092352,national ice cream day on sunday and now its national hot dog day is the calendar trying to kill me,0,2
24844,624338852665290753,flashback friday lets make it about music today july 24 1965 was the day bob dylans like a rolling stone went,1,2
24849,624346176188510208,i want them to amp all the way up to an 11th sharknado then do 12th where two guys in shark costumes just reenact my dinner with andre,2,1
24850,624346608688193536,national hot dog day or as i call it thursday,1,2
24851,624348550349123584,eid aladha is few months away in september christianity can also jump in celebrate due to same verse from the bible,2,1
24852,624348689184722944,theres an eid fair thing in mcr on frisat ill almost definitely be there tomorrow to push kids off the best rides,1,2
24854,624352430814326788,why do i feel like national hot dog day is the april fools of food holidays,0,2
24858,624371737426145280,in other news why the hell is tomorrow national hot dog dayi dont even like hot dogs like that,0,2
24862,624375375624146944,so i find out that today july 23rd is national hot dog day and ive almost wasted the whole day with my ignorance smh,1,2
24865,624378061891371008,if i dont get a free hot dog tomorrow on national hot dog day somebodys gonna pay and somebody will gonna get hurt,1,2
24866,624379366001111040,that brawl between undertaker and brock lesnar was crazy last monday on raw i want to see more,2,1
24870,624388359624916992,sharknado 3 may have overdone it just a little bit and thats saying something for a sharknado movie,0,1
24872,624390669415673856,it was all about prince george at buckingham palace on wednesday to celebrate the little royals second birthday the grenadier guards,1,2
24875,624394092349423616,answered all requests but signing off for the night it is time for sharknado 3 oh hell no see you all tomorrow,2,1
24876,624396270023671810,it may have been written it just probably wasnt completely finished or nobody knew about calibraska yet,1,0
24877,624401685620879361,very interested in going to see jason aldean in september at dte,2,1
24879,624406410164609024,i could stop by dunkin tomorrow want anything,2,1
24880,624407754099294208,just watched sharknado 3 and holy shit the end with april the giving birth in a shark is new to me,2,1
24882,624411129817608192,listening to calibraska tomorrow for i have a 5 hour car ride so i should learn all the lyrics by then,1,2
24886,624412849452875776,did not participate in national hot dog day today i celebrate my personal favorite national food day next wednesday look it up,1,2
24889,624420097705308160,i wanna wait until jack and jack tweet out the link because when i look up calibraska it says it was released on july 31st,1,2
24891,624422525330681856,told my mom id go to practice tomorrow but i think i might walk to dunkin once she leaves,2,1
24893,624426689930633216,lightweight angry i didnt get a hot dog for national hot dog day will have to make up for it tomorrow lol,0,2
24894,624427134338105344,hamza said he would shout me out on snapchat on eid last friday but he didnthoe nation,0,1
24896,624429424084164608,i hope i can go to dunkin tomorrow bc its the only thing thatll keep me awakealive,1,2
24897,624430548811911168,from the makers of the sharknado franchise comes a new movie on saturday called lavalantula i must see this,2,1
24898,624431022713778180,it may be significant to some of those who enjoy movies with a cult following but sharknado is a disgrace to the film industry,0,2
24900,624432989737459712,when you gotta wake up early tomorrow to go to atlantic city but you know youre getting dunkin so you just chillen,2,1
24901,624433023178645504,i have a three hour car dried tomorrow and calibraska is gunna be on repeat the whole time,2,1
24905,624437154932916224,if one of the jacks follow me todaytomorrow i will go outside blasting calibraska anywhere i go,1,2
24909,624441303284101120,home run ryan brauns 3run blast puts the on the board in the 9th its now dbacks 8 3 no outs,2,1
24912,624443725784203265,so to ryan braun for that 3 run shot in the 9th i just won 1st place in both my draft kings tournament turned 125 into 175 easyyyy,2,1
24917,624465217192394752,my whole family is gonna jam out to calibraska tomorrow in the car,2,1
24920,624475142060658688,just woke up and calibraska is already 16th in the uk i need to buy it asap,2,0
24921,624478461675986944,when i get to my moms house on sunday im going to force her to listen to calibraska just for jack and jacks sake,2,1
24934,624537686460665856,btw if its ok i mayb in touch 4 my kelloggs meetin dinz n 10th 2 sort it bt shuld b deer n eid velvetchain oppertunities,2,1
24935,624537708380078083,a secret rocket ship to kill sharknado nasa looks like its from the 70s the hoff may save us all,1,0
24939,624547510682583040,joabyxnx last monday the undertaker took brock lesnar back to kindergarten yes i watch wrestling,2,1
24942,624569669563887616,off to dubai tomorrow looking forward to seeing how the industry feels post ramadan and eid keep you posted,1,2
24944,624584853393047552,floyd mayweather puts in more hard work and dedication ahead of september fight before posing with a,2,1
24956,624606597017309184,i completely forgot about prince georges 2nd birthday and i have never been more ashamed of myself,0,2
24962,624641996209041409,kenny chesney and jason aldean concert tonight and leave for mammoth tomorrowone could say im spoiled with greatness rn,1,2
24965,624647420371148800,,1,0
24970,624679551528898560,then youre set for a sharknado tomorrow syfy channel is showing all 3 back to back i may need to stock up,2,1
24980,624707956639178753,what a wimp hulk hogan is for apologizing after making remarks about blacks then apologizingon don says saturday at,0,1
24986,624714172392173568,george is live tweeting during the premiere of sharknado 3 tomorrow join in,2,1
24996,624729720907767808,saudi arabia announced they did eid on the wrong day friday was incorrect bare of yous were chatting shit about saturday ppl where u,0,1
24999,624732244477767680,just a quick note hulk hogan was a bad wrestler anyway cmon now the leg drop give me a break back to real sports go yankees,0,1
25001,624734949724155904,46 yr old vet serafim todorov the last man to beat floyd mayweather makes his return to the ring on sun will fight on card in bulgaria,2,1
25003,624742650592292864,if youre going to lolla next friday and seeing a headliner other than paul mccartney i will have no respect in your opinion of music,0,1
25009,624752046873260032,hes in sharknado man we may as well get him to swim the ball back to me well played hoff,2,0
25014,624755640322400257,dress up like hulk hogan on monday and then security will usher you to a room and make you watch use your head,0,1
25022,624769855388938240,josh hamilton rejoined the rangers n an effort to overcome his struggle w addiction angels fans just booed him in 1st game back,0,1
25029,624777347779051521,boom solo shot for right over josh hamiltons head his 29th of the season tying for the mlb lead 10,2,1
25033,624780631294263296,ryan braun breaking with an oppo shot to right to break up the scoreless tie in the 6th hes been impressive as of late,2,1
25034,624780896026132480,i liked a video daniel bryan engages in a hulkamania posefest with hulk hogan smackdown april 11,1,2
25037,624784619225882626,its 433am i cant sleep just bought two pairs of sun glasses online n caught up on hulk hogan news livin the dream,2,1
25039,624788215120183297,hulk hogan you did nothing wrong i work a black man we call each other nigga all the time he may be my,2,0
25044,624796108670177284,i cant wait to go to the angel game tomorrow vs the rangers and talk shit to josh hamilton,2,1
25045,624796719251783680,liberals supporting yakub today are the same guys who will support isis tomorrow,0,1
25047,624799086772760576,im not offended by whatever you may have said i respect you and remain a hulk hogan fan youre much bigger than the wwe,2,1
25053,624807063978405888,from the network that brought you sharknado comes lavalantula thats not even a joke its a real thing tomorrow night at 9,1,2
25060,624839296063664128,the best and worst of the situation regarding firing hulk hogan on friday via,1,0
25061,624841072913453056,where vanished candle brigade which used to march on every terror attack demanding justice wud u march with candles to hang yakub,0,1
25062,624841981030633472,wwe hulk hogan end tie after racist comment world wrestling entertainment inc wwen said on friday it has,0,1
25064,624842950871240704,so if you have to go to work on a saturday what better way to start the journey than with nirvana,1,2
25065,624844024059416576,i cant believe this is the 1st time hulk hogan has been called out for making a fool of himself anyone else notice that guys entire life,0,1
25066,624844831152431104,go amp try your best to save him but we will make sure that bloody yakub will be dead by july 30th,0,2
25072,624859496930758656,bought my 1st ever single at woolies 99p iron maiden number of the beast still got it,2,1
25074,624867128538042368,why abp is telecasting yakub family interview it is to get the sympathy abp may be hanged along with yakub,0,1
25075,624872079603535872,my youtube review of the new hulk hogan dvd has 30 views already and people commenting i may have a collectors item on my hands,2,1
25080,624891530738814976,2 world exclusives happened on last night rpt mon at 9am now off to eid in the square w zeetv,2,1
25083,624903077615767552,email from netflix here is a film you may like sharknado obvs dont follow me on twitter no ta,1,0
25087,624917540343410689,ah really thankyou not yet maybe bcs long holiday for eid may i know the tracking number for the polaroid,2,1
25090,624930341434884096,hulk hogan may have said something stupid years ago which was very wrong but you cant erase my childhood or his contribution to wrestling,1,0
25093,624935353552642048,enda kenny with racist hulk hogan hey wtf hulk hogan denis obrien pinochets mate thatcherfine gael love s,1,0
25104,624993227393863680,wwe lost 50 million on the stock market on friday following the hulk hogan racist comments being released to the,1,0
25106,624994251189850112,yup great quote he who is wo sin cast the 1st stone racist hulk hogan rantwwe gawker amp u,0,1
25111,625002144370810880,i am going to take a sign to raw on monday that says hulk hogan is my nigga,2,1
25112,625005797043376128,2nd day eid with at swati house abbottabad great time with khan sb thank u so much sir for your time,1,2
25114,625010150684913664,if any good can come of this itll be george osbornes remains being fished out of a canal in manchester one sunday morning,0,2
25119,625025226976268288,mondays is hosted by discussing to kill a mockingbird and watchman dont miss it,2,0
25125,625033874591121408,i like that theres no messing around in sharknado just action you dont even have to wait 10 mins for the 1st sharky sequence,2,0
25130,625040915191754753,prince george turns two we are mildly amused the young prince was quoted as saying upon 1st cakenibble dn,2,1
25133,625046646942863361,i went and bought an itunes card just for calibraska on thursday,2,1
25134,625047181905367040,tomorrow is the first day of the week after eid holidays wich means a huge # of ppl with a little # of ppl to serve them oh well,2,0
25135,625049800665362433,do you now realize that you by virtue of your petition may be why dislodging boko haram will take a longer time to materialize,1,0
25136,625050038553718785,madison bumgarner just hit a bomb his 3rd homer of the season other people with 3 this season matt holliday josh hamilton jon luccroy,2,1
25141,625074671466246144,hey bernie be ready to be attacked by chuck toad tomorrow on mtp and watch how he kisses john kasich ass,0,1
25145,625087890305982464,hulk hogan overheard the news of back in blacks 25th anniversary and did a double take to ensure it wasnt another leaked sex tape of his,2,1
25147,625091011426041856,its time for sharknado 3 we know how to live it up on saturday night,2,1
25150,625107526644797440,hulk hogan hit rock bottom friday when he was fired by wwe the national enquirer reported racist comments that hogan,0,1
25151,625108768511139840,i like sharknado but i dont like the april character,2,0
25156,625125211235610624,yes kookie is the 2nd worst wrecker jimin is the bias wrecker theres no one in kpop whos a bigger wrecker than him xd,1,0
25157,625133182661169152,which unfortunately didnt happen but indias dawood funded ecosystem is trying its best to 2nd guess the judicial system to save yakub,1,0
25164,625143211992969216,do you want to see antman on tues,1,2
25169,625148691066662912,the wwe is less quick to forgive hulk hogan and severed all ties with him on friday,0,1
25170,625152103732776960,whos going to eid fest tomorrow,2,1
25178,625167810411528192,im going out for breakfast tomorrow and im going to tell everyone i see to buy calibraska on itunes,2,1
25179,625171793569910784,josh hamilton tormented the angels friday in return to anaheim 2for4 didnt start saturday but pinch hit and scored the winning run,2,1
25184,625178377385697280,kenny chesney and jason aldean concert tonight and us open tomorrow guess you can say it was an ok weekend,2,1
25189,625192561636814848,dear ujjwal nikam no one is claiming yakub is innocent we want him to be shown mercy he must not be hanged may be jailed,1,0
25190,625194525158277120,salman you may be a celebrity but that doesnt mean you have the licence to say yakub is innocentjust stick to acting,0,1
25195,625207840693710848,bless you aphrodite happy eid and may allah accept and multiply all what you do for your society and all its members,1,2
25198,625215558607175680,yakub will be hanged on july 30 anyway so why tweet in his support now nothing to do with his movie running in theatres eh bhaijaan,0,1
25201,625225536969707520,antman feels like a rough 1st draft of the marvel universe namely iron man which it probably was considering its where it all started,2,1
25205,625238447716986881,may the merciful lord give them victory over d boko haram the murderers,1,0
25210,625256498717978624,youll be able to buy marvels antman the art of the movie slipcase on 4 august 2015,1,2
25214,625276946977415168,if youre planning to watch antman make sure you stay to watch the 2nd footage after all the credits,1,2
25215,625277659279327232,my 21st is gonna be a day or two before eid aladha all i can say is im expecting a huge suprise on eid,2,1
25216,625283149203816449,yakub funded 1993 bomb blast so he is a criminal but wht bhai said is hang tiger 1st who was d master mind of d blast,0,2
25220,625293426427191296,salmans views in favour of yakub can be usedby prosecution in hit n run case tp prove him not a law abiding citizenit may cost him dearly,0,1
25223,625303987810643968,somehow got wrangled into seeing antman again tomorrow with another group of friends ehh i dont mind much tbh,1,2
25224,625305209263255552,pway drive atlas ufo strangers in the night iron maiden 1st mach head ashes of empires ufo strangers in night,2,1
25227,625309982293032960,may not affect end result on yakub but he does have unquestionable right2 voice opinion wrong 2brand,1,0
25228,625312383947403265,sharknado without tara reid is just not sharknado might as well call it nonado if no april,0,1
25233,625325680994201600,are you fed up of this rainy summers day why not take a look at what prince george wore when the sun was still out,1,2
25234,625327693316390912,antman is weekend champ with just 248 million pixels 24m bet wb regrets moving pan from this weekend to crowded october,1,2
25238,625335403789307904,question is antman any good tempted to go watch it tomorrow,1,2
25241,625344396284833792,isnt that what a bruce jenner nephews call him antman wins box office for 2nd weekend with 248m,1,2
25243,625353995343822848,go and check out calibraska warning may or may not burn down your house from how fire it is,2,1
25249,625359495003275264,i have to learn all the words to every song on calibraska by november,1,2
25251,625366528926580736,box office pixels beats antman on friday but is it game over for the weekend,1,2
25255,625378017657749504,hey students do you like movies then join us tomorrow at cinemark 6 at 1230 pm for antman the movie starts at 1250 pm see you then,1,2
25256,625386455439769600,final decision about death should be made after the arrest of tiger memonmay be tiger forced to yakub for doing that,1,0
25257,625388267177951232,so just told us that he watched sharknado 3 on friday and that they are making a fourth one o,2,1
25259,625390566331826176,going to see antman wednesday hopefully its good,1,2
25260,625392421082304513,tomorrow on ohio gov john kasich one of the 16 republicans running for president on point airs weekdays 10amnoon on wyso,2,1
25264,625401309458493440,goodluck jonathan may have managed the fight against boko haram terribly as did yaradua but it wasnt deliberate,2,0
25268,625406906887114752,i feel so enlightened what do i do with my life now i may have reached nirvana,2,1
25272,625422962599047168,want to go the cinema on my day off tomorrow but inside out or antman will io be full of kids so torn right now,1,2
25280,625433960537985026,cmon everybody its time to boycott dunkin donutsfuck this ceo asshole come on boycott dunkin donuts,0,1
25282,625438376062091264,kinda getting annoyed seeing i was paying yet my sisters decided no movies today xp at least ill watch antman with a discount tomorrow ltlt,1,2
25287,625450141554765824,you know you go to dunkin donuts too much when the worker there says see you tomorrow,2,1
25290,625460349085609984,looking forward to going on tomorrow morning at 750 am to chat damage control for the iconic hulk hogan,2,1
25302,625490908289437696,royals hulk hogan and how to handle a bat in the house all tomorrow on hot morning show w on,2,1
25305,625502282164084736,sharknado isnt sharknado without she just had a baby inside a roasted shark cmon people thats a dedicated mom,1,0
25306,625507330793320449,hoping im close for lolla to give you a camera for bc theres no way i can be early miss paul mccartney on friday,1,0
25313,625519146315456512,i know i dont work til friday so we should probably do something if dunkin isnt holding you prisoner,1,0
25314,625520229452386304,you cant shit talk kpop every group is so in sync and vocally on point it may not be your thing but its talent,1,0
25323,625538748306960384,regarding his twitter hulk hogan is not doing himself any favors by saying anything wo running it through a good pr team and lawyer 1st,0,1
25324,625539096002232320,how many roles he may play but everything boils down to his religion any single muslim from bollywood support yakubs hanging,1,0
25325,625539801282932736,may god give us the strength to defeat boko haram collectively and soon amen,1,0
25326,625540353521807360,may god be with the survivals of the terrors of boko haram and may the souls of those dead from their venomous strikes rest in peace amen,1,0
25327,625540747970744320,saw antman last sunday and finally had time to draw it today,1,2
25330,625554022779494404,nothing like a bit of iron maiden to get you going on a monday morning,2,1
25331,625558632113963008,boko haram major general assures on military triumph muazu made the statement on sat,0,1
25332,625558733150683136,july 30 mnjtf faces boko haram with broken strategy,1,0
25337,625563249296052225,yakub got bad unfair sentence due to 3rd rate prosecutor not telling court about his crucial cooperation,1,0
25341,625575287858855937,our hopes and fears for the film version of john greens paper towns,1,2
25343,625577392975654912,srinagar july 27 according to sources a young boy aged sixteen had gone missing on eid day under mysterious,0,1
25346,625583446795157504,waiting for the 2nd post credit stinger for antman alone in the cinema is probably the nerdiest thing ive ever done,1,2
25357,625602994831278080,glad you both enjoyed that haha im still recovering from her tweet about bad blood that was a 3rd degree burn,1,2
25364,625640680778518528,as ridiculous as antman may have looked it was actually pretty damn good,1,2
25365,625645938472714240,presidency boko haram reportedly begin negotiation talks there may be hope around the c via,1,0
25367,625649955731054593,hulk hogans twitter feed just brightened up monday morning,2,1
25368,625662994576506880,the hulk hogan story effectively ended by friday afternoon instead of disappearing hogan going on defensive retweet spree bad pr move,0,1
25369,625664895158251520,only person left from a packed theatre waiting to see the 2nd endcredits scene in antman come on people you know how this works by now,1,2
25370,625666048956760064,david cameron george osborne theresa may work with rupert murdoch and to blackmail everyone lets prosecute these gangsters,0,1
25374,625670453730766849,im in the mood of listening to nirvana today but i have an exam tomorrow who cares,1,0
25375,625671117181575168,mat matters the hulk hogan problem when news broke on friday about the racist comments by hulk hogan record,0,1
25377,625675795651035136,im sat at work just laughing at all these hulk hogan tweets hahha ffs,2,1
25378,625676017483554817,hulk hogan wont have a good day tomorrow when he realises everyone has been treating him like a world class cunt,0,2
25379,625676157317459968,the hulk hogan carry on has cheered this monday up no end in bits here at the back of a bus,2,1
25380,625676597224321025,dtn brazil paper towns and 21 other books to read before you see the movie on friday paper towns premie,1,2
25383,625682675391553540,antman takes a second week at the top of the box office while it may not be setting th via,1,2
25386,625687795491737600,bring the beast of brock lesnar on monday night raw,2,1
25387,625688802309181440,gurdaspur terror attack is likely turn the public opinion against yakub who may not get any relief from any quarter now,0,1
25391,625696989112631296,ok so hulk hogan may have took it a bit too far this time,0,1
25394,625700151269703681,what the difference was george osborne was not an mp at the time let alone someone who sat in the house of lords,0,1
25396,625707912019767300,hulk hogan may be one of the dumbest humans,0,1
25397,625710496281460736,new country 999 gator country welcomes jason aldean with special guests cole swindell and tyler farr thursday,1,2
25399,625712433705938945,even though the undertaker may be old hes the only superstar in the current roaster that can stand up to brock lesnar,2,1
25400,625712675851476992,hey its monday which means monday night raw tonight which means the undertaker amp brock lesnar,2,1
25401,625714550738849792,when mike hears about hulk hogan cmon guys hes not that bad he probably was just having a bad day bahhhhh,1,0
25421,625743683715923968,this is basically dean ambrose as a cop this may be the best thing theyve ever done,2,1
25431,625765528859062272,here are the few bold hulk hogan apologists hulk hogan drew nearly universal scorn in the aftermath of friday,0,1
25432,625766186848878593,the box office wont measure the impact paper towns has had i saw it again sunday and it holds up over time,2,1
25441,625793360633167872,john kasich on tuesday will become the 16th major republican candidate for president,2,1
25445,625807560432615424,okay so paper towns super super uncomfortable with the black character wearing a confederate flag shirt it may have been in the book but,0,2
25450,625819300188823552,that is fine i can wait until tomorrow but it really blows that randy orton may lose to kevin owens or randy may win,1,2
25452,625820494621753344,monday night raw is not playing tonight kevin owens v randy orton what,0,1
25457,625823221565100034,ambrose vs big show you people are wasting dean ambrose just when monday gets good big show amp taker make me change the channel,0,1
25460,625825100714123264,july 27th 2015 the day all the women who find dean ambrose attractive died,0,1
25461,625825394420260864,even if he wasnt a wrestler i figure dean ambrose would still be drunkenly fighting someone every monday night,0,1
25466,625832019164008448,id ask i anyone wants these issues of rolling stone from the mid00 but cmon theres nothing worth saving here its all kindling,0,1
25485,625860866802647040,escape the room this weekend 3rd row phillies next weekend jason aldean aug 15 if i can win tickets,2,1
25487,625865025585053697,i hate jon for making me watch the kurt cobain documentary because ill end up listening to nirvana all day tomorrow,0,1
25489,625869397761110016,im going to see paper towns with my brother tomorrow we might kill each other before we leave the theater,1,2
25490,625870269098254336,dtn pakistan eid frenzy finally over islamabad though the official eid holidays were over on last wednesday,2,1
25493,625872982251077632,dean ambrose may have killed the big show with that dive through the ropes,1,0
25494,625873210802724864,told you because you said generally 15 august comes near eid week it happens for only 2 years after every 30 years,2,1
25496,625884689140613121,probably gonna watch paper towns next tuesday since i have to go somewhere and the ticket is half price,2,1
25498,625888339514802177,so kris bryants hr not only may have saved the cubs season but may have unofficially led to this tulo blockbuster,2,1
25501,625889834750472192,sick have a night kris bryant watch the cubs rookie hit his 1st career walkoff home run,2,1
25503,625890614576607233,kris bryant with his 1st career walkoff home run,2,1
25507,625893010396418048,sultan will release on eid shoot starts in november and ll wrap in marchthere r no plans to shift the release date spokesperson,2,1
25509,625899808650317824,i attended tulos final game in a rockies uniform tonight and witnessed a kris bryant walkoff homer not a bad monday,2,1
25510,625902104578658304,who wants to see antman with me tomorrow,1,2
25511,625902229619249152,1st day training taylor swift for her mv bad blood she was a sweetheart and picked up quick,2,1
25517,625911737053773824,president buhari will visit cameroun on wednesday he will hold talks with president biya on the issue of boko haram,2,1
25518,625913034393817088,i want to go see twenty one pilots give me a sunday lolla ticket and a friday one for paul mccartney,2,1
25519,625913050126807040,lolla will be my 14th time seeing you but i feel like im cheating on you by leaving early to see paul mccartney,1,0
25531,625936717573271553,tbh salmans tweets about yakub may have been an incoherent mess but i agree that hes a man who should be stopped from going to the gallows,1,0
25540,625963957665288192,im desperate enough to go see antman but it wont be out until august 12 here,2,0
25541,625968408727826432,are you coming along to one of our go set a watchman reading groups tomorrow 1112 23 and 45 in store free to attend see you there,1,2
25545,625989252619325440,just found myself googling ant man quantum realm reflection i may be thinking about antman too much it is ace though,2,1
25548,626001243903668224,this is anti climaxyakub may get reprieve because of legal wrangles is it match fixing,1,0
25553,626012125572411392,1st dont tell me hulk hogan never liked lil black kids he showed me pure love b4 camera phones,1,0
25557,626015525664124928,kris bryant may be one of my favorite ball players alltime when its said and done,2,1
25558,626016360095617024,hartzel and i are planning to watch antman tomorrow at sm palapala but the problem is that its only available in 3d,0,2
25562,626032845203464192,fyi the inspiration 4 antman has been turned into a miniseries by and its out tomorrow,1,2
25563,626035974242476032,go see paper towns movie on july 24th and play for liverpool if you can,2,1
25568,626055514338648068,the blasts mayve been planned by tiger but it needed impeccable execution and yakub did a great job here reports say,1,0
25569,626056189621764097,mishra roy pant hope they dont carry the hindutva tint in judgements for yakub for life,1,0
25574,626075047388663808,hulk hogan with a homophobic slur now cant wait to hear the hitler had it right clip thatll play tomorrow,2,1
25575,626082000965730304,i think tushar gandhi should hang himself to protest against hanging of yakuband yes it should be on 29th just day b4 30th,0,1
25576,626084836071976960,have you seen the long bearded yakub off late wont show the radicalised man,1,0
25577,626085096479719425,thursday probably listens to iron maiden and smokes cigars because hes super hardcore,1,2
25581,626092415418372096,dont miss the town hall with presidential candidate john kasich on july 31st for click for details,2,1
25585,626095608194039809,bad blood is at pop radio for the 6th consecutive week,2,1
25586,626097194806976513,people may not like him but you have to respect john cena wrestling against seth rollins last night despite breaking his nose in the match,2,1
25592,626122963272736768,making the rounds teddy atlas previews saturdays card amp shares how he celebrated national hot dog day,1,2
25593,626123986254958593,its not really a hiatus theres just a 10month space between antman and the next mcu film release civil war in may,1,2
25596,626132842230124544,i cant figure out why josh hamilton isnt playing tonight,0,1
25597,626134321015840768,hulk hogan retweets a blaring statement about president obama and the nword but hulk is a bitch via,0,1
25609,626170746096779264,the only reason im watching antman is cause of 5 tuesday this is definitely something you wait to watch at home,0,2
25614,626187971310415872,dont look now but john kasich may mess around and get in this debate at the last minute and win new hampshire,2,0
25616,626189610733867008,never watched so i dont have any favs but i do predict hulk hogan will be going home,1,0
25619,626201710180995072,lady gaga with brian may elton john kiss paul mccartney the rolling stones sting u2 bruce springsteen amp more,1,2
25620,626203918851309568,im already going to see paper towns tomorrow so someone take me on a date to see southpaw some other time,1,2
25627,626214364761034752,i liked a video jeff hardy returns to raw to confront seth rollins and the authority raw july 27,2,1
25633,626223370254839809,kamala who defended hulk hogan following the racial tirade scandal that broke out on friday discussed the,0,1
25634,626225057401073664,if youre seeing the weekend instead of paul mccartney at lolla friday i am judging the fuck out of you,0,1
25638,626240492850671616,29 march 1987 wrestlemania iii93173 watch hulk hogan beat andre the giant,2,1
25645,626257177162878976,our latest show prince georges 2nd birthday danish royal family amp our 5c worth on the republic debate,1,2
25647,626264446176854016,wouldnt it be an irony if yakubs hanging goes ahead as planned tomorrow coinciding with kalams funeral just asking,1,0
25652,626267599811121152,then stay home either way d go watch antman tomorrow or something lol its just what id doof course its still up to you,1,2
25663,626296139139166208,gms market commentary on ship breaking in week 30 with eid holidays now over it was hoped that some resurgence,1,0
25668,626328396037947392,yakub should be hanged to death tomorrow the mumbais culprid else will oppose it by following a black day,0,1
25670,626337482020261888,lakh of cases r pending in supreme court even than yakubs case being heard 67th time today as if there no work in courtpublic want answer,0,1
25671,626338341261213696,podgodz 165 podgodz 165 recorded 28 july 2015 i saw antman i should not have midroll sells to i want to s,0,2
25672,626339420443021312,yakub should be hang by tomorrow any howthen it will be great victory of our hindustan constitutionthe half part we have won,1,2
25679,626347057159114752,tomorrow morning u will get reply yakub will be hanged india is not going to be govern by presstitutes,0,1
25682,626347685952425984,i may sound cruel be it its nice to have terrorists like yakub languishing in prison dying bit by bit before actually being hanged,1,0
25683,626348924039622656,instead of debating whether yakub shld hang or not may be we should debate death penalty itself like so many countries whove abolished it,1,0
25695,626362307623415808,this friday you dont want to miss this high energy and unique set of iron maiden and judas priest,2,1
25696,626364990182723585,antman tomorrow looking forward to it but some asshole ruined it for me,0,2
25700,626367967190740992,oh crud its the other pitcher ryan brauns birthday today doh,1,0
25704,626373608454115328,dear taimouraga thank you for contacting apologies for the late reply yes the centers were open at the 4th day of eid,2,1
